toots	-0.378	8	13
craps	-0.378	8	13
surely  	-0.378	8	13
playdate	-0.378	8	13
anger  	-0.378	8	13
jayden	-0.378	8	13
mvc	-0.378	8	13
tew	-0.378	8	13
transfered	-0.378	8	13
boxee	-0.378	8	13
exam's	-0.378	8	13
up2	-0.378	8	13
motherfucking	-0.378	8	13
group  	-0.378	53	83
loo	-0.378	26	41
arbys	-0.378	8	13
favourite  	-0.378	26	41
6:50	-0.378	8	13
sighting	-0.378	8	13
awwwww	-0.379	209	326
were  	-0.379	530	826
release  	-0.380	51	80
bathroom	-0.380	241	376
soooooooooo	-0.380	42	66
keys	-0.381	201	314
choose   	-0.381	24	38
dns	-0.381	24	38
100+	-0.381	24	38
gnna	-0.381	24	38
bak	-0.381	140	219
awww	-0.381	2180	3402
vacuum	-0.382	40	63
look  	-0.382	396	619
1/2	-0.382	323	505
nope	-0.383	1041	1627
insist	-0.383	31	49
highway	-0.383	63	99
dummy	-0.383	15	24
7:15	-0.383	15	24
stains	-0.383	15	24
dayton	-0.383	15	24
jerk  	-0.383	15	24
miso	-0.383	15	24
vital	-0.383	15	24
growing  	-0.383	15	24
monterrey	-0.383	15	24
sole	-0.383	15	24
beagle	-0.383	15	24
smoking  	-0.383	15	24
tell  	-0.384	295	462
heater	-0.384	61	96
acct	-0.384	61	96
function	-0.384	84	132
struck	-0.384	45	71
stilll	-0.384	22	35
afta	-0.384	22	35
nambu	-0.384	22	35
syndrome	-0.384	45	71
timetable	-0.384	22	35
temporary	-0.385	52	82
iplayer	-0.385	52	82
korea	-0.385	105	165
sidewalk	-0.385	29	46
playoff	-0.385	29	46
hotmail	-0.385	29	46
w/me	-0.385	29	46
rl	-0.385	29	46
coz	-0.386	653	1024
punishment	-0.386	36	57
being	-0.386	5265	8255
care  	-0.386	175	275
worry	-0.386	189	297
serious	-0.386	576	904
weight	-0.387	326	512
nw	-0.387	108	170
public  	-0.387	57	90
u.s.	-0.387	57	90
commute	-0.387	57	90
while  	-0.388	404	635
holidays	-0.388	353	555
washed  	-0.388	6	10
taught  	-0.388	6	10
yolk	-0.388	6	10
un-follow	-0.388	6	10
y'all!!	-0.388	6	10
medium  	-0.388	6	10
fails  	-0.388	6	10
dental  	-0.388	6	10
poodle	-0.388	20	32
isn	-0.388	6	10
rampant	-0.388	6	10
detected	-0.388	6	10
goshh	-0.388	20	32
tomarow	-0.388	6	10
massage  	-0.388	13	21
sata	-0.388	6	10
fend	-0.388	6	10
brain  	-0.388	41	65
uptime	-0.388	6	10
stead	-0.388	6	10
speaking   	-0.388	6	10
modify	-0.388	6	10
harass	-0.388	6	10
fitness  	-0.388	6	10
commuting	-0.388	13	21
toilet  	-0.388	13	21
engagement  	-0.388	6	10
wristbands	-0.388	6	10
saudi	-0.388	13	21
colleagues  	-0.388	6	10
$10k	-0.388	6	10
insisting	-0.388	6	10
cana	-0.388	6	10
cooked   	-0.388	6	10
geee	-0.388	6	10
venturing	-0.388	6	10
woking	-0.388	6	10
art  	-0.388	41	65
kindergarden	-0.388	6	10
hist	-0.388	6	10
moro	-0.388	6	10
leila	-0.388	6	10
pap	-0.388	13	21
distant	-0.388	34	54
kauai	-0.388	6	10
won`t	-0.388	6	10
dono	-0.388	6	10
38th	-0.388	6	10
dump	-0.388	55	87
gfx	-0.388	6	10
downward	-0.388	6	10
19th  	-0.388	6	10
consultation	-0.388	6	10
1-0	-0.388	34	54
hounds	-0.388	6	10
education  	-0.388	6	10
v  	-0.388	6	10
returning  	-0.388	6	10
hubbys	-0.388	13	21
alabang	-0.388	6	10
communication  	-0.388	6	10
roommate's	-0.388	6	10
-it	-0.388	6	10
haggard	-0.388	6	10
torrie	-0.388	6	10
outcast	-0.388	6	10
maggie's	-0.388	6	10
mountain  	-0.388	13	21
ctr	-0.388	6	10
40k	-0.388	6	10
powerhouse	-0.388	6	10
assembled	-0.388	6	10
hovering	-0.388	6	10
visited   	-0.388	6	10
paused	-0.388	6	10
lansing	-0.388	13	21
lice	-0.388	6	10
mending	-0.388	6	10
bride  	-0.388	6	10
enemy  	-0.388	6	10
thiz	-0.388	6	10
attacks  	-0.388	6	10
popular  	-0.388	20	32
algebra  	-0.388	6	10
dpt	-0.388	13	21
slightest  	-0.388	13	21
where've	-0.388	6	10
conference  	-0.388	20	32
wierd  	-0.388	6	10
oblivious	-0.388	6	10
fia	-0.388	6	10
poops	-0.388	6	10
capable  	-0.388	6	10
mental  	-0.388	6	10
vikings	-0.388	6	10
faker	-0.388	6	10
6.15	-0.388	6	10
longs	-0.388	6	10
stare  	-0.388	6	10
probaly	-0.388	6	10
arr	-0.388	13	21
hull	-0.388	20	32
180	-0.388	20	32
sr	-0.388	13	21
casing	-0.388	6	10
route  	-0.388	13	21
p4	-0.388	6	10
frum	-0.388	6	10
batangas	-0.388	6	10
poof	-0.388	27	43
soapy	-0.388	6	10
relief  	-0.388	6	10
firestone	-0.388	6	10
decrease	-0.388	6	10
ruh	-0.388	6	10
penis  	-0.388	6	10
girlie  	-0.388	6	10
medic	-0.388	6	10
wgn	-0.388	6	10
belajar	-0.388	6	10
sharp  	-0.388	6	10
cheesesteak	-0.388	6	10
livenation	-0.388	6	10
ohyeah	-0.388	6	10
vimeo	-0.388	13	21
punk  	-0.388	6	10
swapped	-0.388	13	21
fairy  	-0.388	6	10
smthng	-0.388	6	10
catwalk	-0.388	6	10
aired  	-0.388	6	10
institution	-0.388	6	10
typed  	-0.388	6	10
frowns	-0.388	6	10
27th  	-0.388	6	10
12-hour	-0.388	6	10
remaking	-0.388	6	10
actionscript	-0.388	6	10
tmr's	-0.388	6	10
disco  	-0.388	6	10
roots  	-0.388	6	10
doubt	-0.389	324	510
ohio	-0.389	151	238
kittens	-0.389	95	150
raining   	-0.390	74	117
backup	-0.390	114	180
bac	-0.390	46	73
nada	-0.391	65	103
roommate	-0.391	91	144
lax	-0.391	58	92
6pm	-0.391	117	185
unit	-0.392	84	133
against	-0.392	488	770
imm	-0.392	25	40
hell	-0.392	2033	3207
fri	-0.392	186	294
airplane	-0.392	44	70
surrounding	-0.393	18	29
offensive	-0.393	18	29
rj	-0.393	18	29
87	-0.393	18	29
motorbike	-0.393	18	29
nash	-0.393	18	29
plzzz	-0.393	18	29
quits	-0.393	18	29
unhealthy	-0.393	37	59
break   	-0.393	56	89
freak  	-0.393	18	29
know  	-0.393	1102	1741
hairs	-0.394	49	78
packing	-0.394	762	1205
idiots	-0.394	61	97
til	-0.394	1711	2706
tomoz	-0.395	85	135
debt	-0.395	42	67
invisible	-0.395	54	86
figures	-0.395	66	105
moved	-0.395	459	727
such  	-0.396	186	295
?!?	-0.396	318	504
hater  	-0.396	11	18
fill  	-0.396	23	37
actaully	-0.396	11	18
1hr	-0.396	35	56
bball	-0.396	59	94
record  	-0.396	47	75
jinx	-0.396	11	18
hits  	-0.396	11	18
plays  	-0.396	11	18
jag	-0.396	11	18
treatments	-0.396	11	18
lover  	-0.396	11	18
brock	-0.396	11	18
seas	-0.396	11	18
offend	-0.396	11	18
vibrate	-0.396	11	18
self  	-0.396	59	94
clear  	-0.396	23	37
clicking	-0.396	47	75
baggage	-0.396	11	18
i`ve	-0.396	11	18
fight   	-0.396	23	37
9000	-0.396	11	18
fckin	-0.396	11	18
reallyy	-0.396	11	18
popcorn  	-0.396	11	18
roh	-0.396	11	18
otha	-0.396	11	18
tommorow	-0.396	213	338
proposal	-0.397	76	121
lag	-0.397	64	102
guys  	-0.397	406	644
point   	-0.397	52	83
shampoo	-0.397	52	83
cup  	-0.397	52	83
term  	-0.398	28	45
stinkin	-0.398	28	45
tray	-0.398	28	45
charge	-0.398	178	283
deh	-0.398	45	72
limited	-0.399	113	180
secondary	-0.399	16	26
locking	-0.399	16	26
ultrasound	-0.399	16	26
sway  	-0.399	16	26
buut	-0.399	16	26
bebe	-0.399	33	53
cost   	-0.399	16	26
gmail	-0.400	150	239
vacay	-0.400	77	123
used   	-0.401	109	174
dslr	-0.401	21	34
fave  	-0.401	21	34
lbs	-0.401	75	120
10pm	-0.402	107	171
streaming	-0.402	80	128
netball	-0.402	53	85
washing	-0.402	269	429
burn	-0.402	358	571
scheduled	-0.402	90	144
missing   	-0.402	31	50
blame  	-0.402	31	50
great   	-0.403	68	109
prolly	-0.403	206	329
fallen	-0.403	105	168
stop	-0.403	2185	3485
eyes	-0.403	1207	1926
fans  	-0.404	103	165
point  	-0.404	108	173
playoffs	-0.404	56	90
90	-0.405	143	229
i	-0.405	293791	469618
8	-0.405	1541	2464
realize	-0.406	221	354
jetblue	-0.406	4	7
optimistic  	-0.406	4	7
galloway	-0.406	4	7
bending	-0.406	4	7
civilian	-0.406	4	7
leaked  	-0.406	4	7
ttt	-0.406	4	7
realy  	-0.406	4	7
punch-out	-0.406	4	7
isssss	-0.406	4	7
unoriginal	-0.406	4	7
ejami	-0.406	4	7
gto	-0.406	4	7
hand's	-0.406	4	7
o'clock!	-0.406	4	7
hrmm	-0.406	9	15
absolute  	-0.406	4	7
arlene	-0.406	9	15
4chan	-0.406	4	7
karma's	-0.406	4	7
repository	-0.406	4	7
plss	-0.406	4	7
sleep-in	-0.406	4	7
expiration	-0.406	4	7
have2	-0.406	4	7
yano	-0.406	4	7
hooligans	-0.406	4	7
melina	-0.406	4	7
dsm	-0.406	4	7
aftershow	-0.406	4	7
stability	-0.406	9	15
膽岷u	-0.406	4	7
sekarang	-0.406	4	7
hud	-0.406	4	7
2hour	-0.406	4	7
gatta	-0.406	4	7
disqualified	-0.406	4	7
justins	-0.406	9	15
u u	-0.406	9	15
3:40	-0.406	9	15
thoug	-0.406	4	7
household  	-0.406	4	7
ahmad	-0.406	4	7
sexify	-0.406	4	7
jammer	-0.406	4	7
dumbass  	-0.406	4	7
nuthn	-0.406	4	7
skinnier	-0.406	4	7
dip  	-0.406	4	7
groomed	-0.406	4	7
majority  	-0.406	4	7
topanga	-0.406	4	7
dlp	-0.406	4	7
baaaby	-0.406	4	7
grandparent	-0.406	4	7
enought  	-0.406	4	7
justify  	-0.406	9	15
stonehenge	-0.406	9	15
4-10	-0.406	4	7
emotion  	-0.406	4	7
n97	-0.406	4	7
tmrow	-0.406	4	7
penrith	-0.406	4	7
boyfran	-0.406	4	7
anythin	-0.406	14	23
iphone/ipod	-0.406	9	15
fuzzy  	-0.406	4	7
ffaf	-0.406	4	7
utorrent	-0.406	4	7
heaters	-0.406	4	7
feeing	-0.406	4	7
relationships  	-0.406	4	7
numbered	-0.406	9	15
figurine	-0.406	4	7
holla  	-0.406	4	7
developers  	-0.406	4	7
frosh	-0.406	4	7
roped	-0.406	4	7
illinois	-0.406	34	55
lycra	-0.406	4	7
appeal  	-0.406	4	7
begun  	-0.406	4	7
foils	-0.406	4	7
hotttttt	-0.406	4	7
9.00	-0.406	4	7
0ff	-0.406	4	7
plea	-0.406	4	7
mission  	-0.406	9	15
nursed	-0.406	4	7
30-40	-0.406	4	7
chubby  	-0.406	4	7
airplane  	-0.406	4	7
flake	-0.406	14	23
the	-0.406	4	7
sleeeepy	-0.406	9	15
touched  	-0.406	9	15
installing  	-0.406	4	7
holloway	-0.406	4	7
salaries	-0.406	4	7
ch峄	-0.406	4	7
suspiciously	-0.406	4	7
notify	-0.406	4	7
th锟絚h	-0.406	4	7
aawwww	-0.406	4	7
scarier	-0.406	9	15
ftp	-0.406	19	31
ciggy	-0.406	4	7
impersonal	-0.406	4	7
resits	-0.406	4	7
x  	-0.406	14	23
campbell's	-0.406	4	7
clicking  	-0.406	4	7
capris	-0.406	4	7
6yrs	-0.406	4	7
twitpocalypse	-0.406	9	15
photoshoot  	-0.406	4	7
ecology	-0.406	4	7
blaah	-0.406	4	7
taekwondo	-0.406	4	7
environment  	-0.406	9	15
fries  	-0.406	9	15
paragraphs	-0.406	9	15
pirated	-0.406	4	7
nabbed	-0.406	4	7
comeback  	-0.406	4	7
cai	-0.406	4	7
dries	-0.406	9	15
customer  	-0.406	19	31
amounts  	-0.406	4	7
insecurities	-0.406	4	7
existent	-0.406	4	7
tomorrow/today	-0.406	4	7
tink   	-0.406	4	7
choi	-0.406	4	7
rugged	-0.406	4	7
pasture	-0.406	4	7
pasta  	-0.406	9	15
tomtom	-0.406	9	15
corndog	-0.406	4	7
fires  	-0.406	4	7
haveta	-0.406	4	7
s'pore	-0.406	4	7
steele	-0.406	4	7
pals  	-0.406	4	7
lowe's	-0.406	4	7
dusseldorf	-0.406	4	7
m3	-0.406	9	15
booked   	-0.406	4	7
bouncers	-0.406	4	7
5$	-0.406	4	7
drank	-0.406	189	303
phonebook	-0.406	4	7
mikado	-0.406	4	7
vick	-0.406	4	7
toothpick	-0.406	4	7
ppc	-0.406	9	15
bedrest	-0.406	4	7
photoshopped	-0.406	9	15
kody	-0.406	4	7
crawling	-0.406	54	87
rashard	-0.406	4	7
waas	-0.406	4	7
justice  	-0.406	14	23
breakdowns	-0.406	4	7
colossal	-0.406	4	7
leavers	-0.406	14	23
strapless	-0.406	4	7
sweater  	-0.406	4	7
subscriptions	-0.406	9	15
w.e.	-0.406	4	7
dicks	-0.406	19	31
terrible   	-0.406	4	7
keynotes	-0.406	4	7
presentations  	-0.406	4	7
penguins	-0.406	4	7
santi	-0.406	4	7
kerr	-0.406	4	7
jumper  	-0.406	4	7
nuttin  	-0.406	4	7
psn	-0.406	14	23
tuba	-0.406	4	7
w/this	-0.406	4	7
brows	-0.406	9	15
realizes  	-0.406	4	7
5ft	-0.406	4	7
commences	-0.406	4	7
kinkos	-0.406	4	7
11-12	-0.406	4	7
pirate  	-0.406	4	7
stables	-0.406	9	15
pre-release	-0.406	4	7
wtc	-0.406	4	7
chitty	-0.406	4	7
earn   	-0.406	4	7
innn	-0.406	4	7
when/if	-0.406	4	7
pissed   	-0.406	4	7
workies	-0.406	4	7
th矛	-0.406	9	15
dripping	-0.406	19	31
manky	-0.406	4	7
brownie  	-0.406	4	7
pastel	-0.406	4	7
logs	-0.406	14	23
darius	-0.406	4	7
mcr's	-0.406	4	7
guessing  	-0.406	9	15
stops   	-0.406	19	31
resisting	-0.406	14	23
samosas	-0.406	4	7
statesboro	-0.406	4	7
brittany's	-0.406	4	7
pri	-0.406	4	7
uas	-0.406	4	7
nvidia	-0.406	14	23
twinn	-0.406	4	7
wayyyyyyy	-0.406	4	7
derby  	-0.406	4	7
scan  	-0.406	4	7
repierced	-0.406	4	7
boned	-0.406	4	7
meaning   	-0.406	4	7
bet   	-0.406	4	7
intestines	-0.406	4	7
jh	-0.406	4	7
,?	-0.406	4	7
?!?!?!?!?!	-0.406	4	7
abq	-0.406	4	7
detours	-0.406	4	7
surfaces	-0.406	4	7
kitty's	-0.406	9	15
hada	-0.406	9	15
dung	-0.406	4	7
looooooooong	-0.406	4	7
ahmadinejad	-0.406	9	15
1600	-0.406	9	15
official   	-0.406	9	15
toady	-0.406	4	7
halftime	-0.406	9	15
butterfinger	-0.406	4	7
entertaining  	-0.406	14	23
hairstylist	-0.406	4	7
digimon	-0.406	4	7
pee   	-0.406	4	7
qua	-0.406	14	23
faster  	-0.406	19	31
radioactive	-0.406	9	15
rarely  	-0.406	4	7
calculations	-0.406	9	15
jinx   	-0.406	4	7
tiwtter	-0.406	4	7
4.15	-0.406	4	7
protector	-0.406	9	15
b'day  	-0.406	4	7
reboot  	-0.406	4	7
alyssas	-0.406	4	7
imac	-0.406	69	111
polo  	-0.406	4	7
graf	-0.406	4	7
h0me	-0.406	4	7
firday	-0.406	4	7
metropolitan	-0.406	4	7
both  	-0.406	4	7
rb2	-0.406	4	7
smack  	-0.406	4	7
arguement	-0.406	4	7
agesss	-0.406	4	7
glue	-0.406	49	79
d&d	-0.406	19	31
ticket   	-0.406	9	15
allmost	-0.406	4	7
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	-0.406	4	7
obligations	-0.406	9	15
sever	-0.406	4	7
omg-	-0.406	4	7
overwhelmed  	-0.406	4	7
uri	-0.406	4	7
spits	-0.406	4	7
gahan	-0.406	4	7
30k	-0.406	4	7
tweetgrid	-0.406	4	7
implement  	-0.406	4	7
road   	-0.406	4	7
letterbox	-0.406	4	7
copy/paste	-0.406	9	15
papaw	-0.406	4	7
hairs  	-0.406	4	7
threads  	-0.406	4	7
plate  	-0.406	9	15
cats   	-0.406	4	7
blockles	-0.406	4	7
minging	-0.406	4	7
bimbo	-0.406	4	7
impress   	-0.406	4	7
schooooool	-0.406	4	7
morgans	-0.406	4	7
skyped	-0.406	4	7
cayenne	-0.406	4	7
spn	-0.406	19	31
cashew	-0.406	4	7
booth  	-0.406	9	15
upstream	-0.406	4	7
parrot	-0.406	14	23
crosstown	-0.406	4	7
newark	-0.406	24	39
smash  	-0.406	4	7
jarred	-0.406	4	7
13	-0.406	4	7
tmo	-0.406	9	15
halls	-0.406	24	39
seria	-0.406	4	7
hv  	-0.406	9	15
probably   	-0.406	4	7
damnation	-0.406	4	7
mil's	-0.406	4	7
peole	-0.406	4	7
garages	-0.406	4	7
mustangs	-0.406	4	7
hundreds  	-0.406	4	7
exterior	-0.406	4	7
improved  	-0.406	4	7
taks	-0.406	4	7
latch	-0.406	4	7
traps	-0.406	9	15
wuss	-0.406	14	23
moes	-0.406	4	7
unbiased	-0.406	4	7
transmission	-0.406	19	31
berfday	-0.406	4	7
wrinkle	-0.406	4	7
screencap	-0.406	4	7
swipe	-0.406	4	7
square  	-0.406	9	15
7-4	-0.406	4	7
abd	-0.406	9	15
forgotton	-0.406	4	7
nivea	-0.406	4	7
parkin	-0.406	4	7
likeee	-0.406	4	7
clever  	-0.406	9	15
belonged	-0.406	4	7
greek  	-0.406	9	15
activating	-0.406	4	7
pw	-0.406	14	23
grease  	-0.406	4	7
lovesick	-0.406	4	7
rodney	-0.406	14	23
lele	-0.406	4	7
pnc	-0.406	9	15
tomrrow  	-0.406	4	7
calculator  	-0.406	4	7
unusual  	-0.406	4	7
pity   	-0.406	4	7
anytime   	-0.406	4	7
tacs	-0.406	4	7
firework	-0.406	4	7
h&a	-0.406	4	7
mixing  	-0.406	4	7
bordering	-0.406	4	7
aahhhhh	-0.406	4	7
rabies	-0.406	4	7
leftovers  	-0.406	4	7
1.5	-0.406	114	183
bfd	-0.406	4	7
crease	-0.406	4	7
6/12	-0.406	4	7
buns  	-0.406	4	7
karly	-0.406	4	7
carters	-0.406	4	7
stalkers  	-0.406	4	7
perchance	-0.406	4	7
last	-0.408	12218	19588
tasted	-0.408	62	100
coffee  	-0.408	183	294
extremely	-0.409	368	591
that's  	-0.410	227	365
georgia	-0.410	108	174
tues	-0.410	141	227
wanting	-0.410	367	590
secs	-0.410	32	52
numbers  	-0.410	32	52
locker	-0.410	32	52
realize  	-0.410	32	52
rub	-0.410	126	203
desk	-0.411	355	571
ends   	-0.411	27	44
salty	-0.411	27	44
presale	-0.411	27	44
myrtle	-0.411	27	44
talkin  	-0.412	22	36
lab	-0.412	201	324
housework	-0.412	104	168
disappointed  	-0.412	40	65
watering	-0.412	40	65
middle	-0.413	517	833
eu09	-0.413	35	57
relly	-0.413	17	28
shipment	-0.413	17	28
gallon	-0.413	17	28
strain	-0.413	17	28
crotch	-0.413	17	28
banget	-0.413	17	28
endure	-0.413	17	28
earplugs	-0.413	17	28
impending	-0.413	17	28
scratch	-0.413	179	289
lastnight	-0.414	66	107
titanic	-0.414	133	215
lotion	-0.414	48	78
sleeep	-0.414	48	78
recession	-0.414	79	128
turns	-0.414	399	644
confuse	-0.415	43	70
dell	-0.415	82	133
muscles	-0.415	95	154
though	-0.416	8922	14412
bothering  	-0.416	12	20
adwords	-0.416	12	20
ungodly	-0.416	12	20
cumin	-0.416	12	20
boxed	-0.416	12	20
unfollow   	-0.416	12	20
jealous   	-0.416	12	20
cruise  	-0.416	25	41
community  	-0.416	12	20
fern	-0.416	12	20
stockings	-0.416	12	20
pft	-0.416	12	20
postman	-0.416	25	41
hj	-0.416	12	20
tooo  	-0.416	12	20
forgets	-0.416	12	20
furnace	-0.416	12	20
duuude	-0.416	12	20
1:45	-0.416	12	20
beer  	-0.416	85	138
cell	-0.417	377	610
sac	-0.417	59	96
dreamed	-0.417	46	75
beloved	-0.417	101	164
hve	-0.417	67	109
feelin	-0.418	403	653
paying	-0.418	222	360
school	-0.418	6581	10655
canteen	-0.418	20	33
wounds	-0.418	20	33
housemate	-0.418	20	33
x x	-0.418	20	33
bunch  	-0.418	20	33
>.<	-0.418	154	250
waking	-0.418	690	1118
searched	-0.419	49	80
homes	-0.419	57	93
john's	-0.419	28	46
greasy	-0.419	28	46
t0	-0.419	28	46
library	-0.419	413	670
forgetting	-0.420	126	205
mention   	-0.420	52	85
slept	-0.421	808	1312
10-3	-0.422	7	12
syrup  	-0.422	7	12
incident  	-0.422	7	12
.....?	-0.422	7	12
grams	-0.422	15	25
orgy	-0.422	7	12
earings	-0.422	7	12
dared	-0.422	7	12
pfffft	-0.422	7	12
prezzie	-0.422	7	12
yelled  	-0.422	7	12
breadsticks	-0.422	7	12
loses	-0.422	55	90
lox	-0.422	7	12
keychain	-0.422	15	25
chews	-0.422	7	12
pretend   	-0.422	7	12
naive	-0.422	15	25
allnighter	-0.422	7	12
disc	-0.422	87	142
csa	-0.422	7	12
senate	-0.422	7	12
meth	-0.422	7	12
frontier	-0.422	7	12
volume  	-0.422	7	12
inadvertently	-0.422	7	12
equal   	-0.422	7	12
oink	-0.422	15	25
ua	-0.422	7	12
biopsy	-0.422	7	12
minnie	-0.422	15	25
whinging	-0.422	7	12
nds	-0.422	7	12
haay	-0.422	7	12
trigonometry	-0.422	7	12
there`s	-0.422	7	12
iced  	-0.422	7	12
donkeys	-0.422	7	12
samurai	-0.422	7	12
gona  	-0.422	15	25
average  	-0.422	7	12
$45	-0.422	7	12
a4	-0.422	7	12
trainin	-0.422	7	12
charleston	-0.422	31	51
nup	-0.422	7	12
purpose  	-0.422	23	38
cari	-0.422	7	12
scool	-0.422	7	12
headphone	-0.422	15	25
attitude  	-0.422	7	12
拢20	-0.422	7	12
pee  	-0.422	7	12
lameness	-0.422	7	12
shine   	-0.422	7	12
aloud  	-0.422	7	12
4od	-0.422	7	12
console  	-0.422	7	12
amex	-0.422	7	12
woods  	-0.422	7	12
ammo	-0.422	7	12
hostel	-0.422	23	38
asked   	-0.422	15	25
tiresome	-0.422	7	12
	-0.422	7	12
doingg	-0.422	7	12
ull  	-0.422	7	12
bearing	-0.422	7	12
msdn	-0.422	7	12
bottled	-0.422	15	25
airline	-0.422	31	51
loader	-0.422	7	12
orbit	-0.422	7	12
fukk	-0.422	7	12
twit  	-0.422	31	51
clothing  	-0.422	7	12
5:50	-0.422	7	12
drank   	-0.422	7	12
crs	-0.422	7	12
graphic  	-0.422	7	12
cigar   	-0.422	7	12
401	-0.422	7	12
benefit  	-0.422	7	12
nailpolish	-0.422	7	12
tinggal	-0.422	7	12
shitttt	-0.422	7	12
lubbock	-0.422	7	12
class   	-0.422	15	25
strategies	-0.422	7	12
reacting	-0.422	7	12
ass  	-0.422	111	181
stretch  	-0.422	7	12
fumes	-0.422	15	25
entry  	-0.422	15	25
carrying  	-0.422	7	12
1000+	-0.422	7	12
stain	-0.422	23	38
flip-flops	-0.422	7	12
access	-0.423	197	321
awhile  	-0.423	98	160
omg	-0.424	4622	7524
really   	-0.424	1378	2244
as   	-0.424	483	787
puppy	-0.424	548	893
rat	-0.424	69	113
atm	-0.424	333	543
soooooo	-0.424	298	486
join  	-0.425	53	87
45	-0.425	210	343
2mrw	-0.425	64	105
tied	-0.425	83	136
perm	-0.426	18	30
branch	-0.426	37	61
sweetie  	-0.426	18	30
cover   	-0.426	18	30
camps	-0.426	18	30
login	-0.426	56	92
lone	-0.426	18	30
timeout	-0.426	18	30
radar	-0.426	37	61
tho	-0.426	2430	3967
vacations	-0.426	67	110
happening	-0.426	320	523
blue  	-0.427	48	79
real  	-0.427	255	417
frost	-0.427	29	48
i'd  	-0.427	242	396
cutting	-0.428	172	282
taken	-0.429	705	1154
flight	-0.429	939	1537
consuming	-0.429	32	53
justin's	-0.429	10	17
landmark	-0.429	10	17
granddad	-0.429	10	17
maxout	-0.429	10	17
neighbor  	-0.429	10	17
kitteh	-0.429	21	35
buisness	-0.429	10	17
ruddy	-0.429	10	17
quit   	-0.429	32	53
sneak  	-0.429	10	17
response  	-0.429	32	53
twitch	-0.429	10	17
shitter	-0.429	10	17
sidenote	-0.429	10	17
partially	-0.429	21	35
effing  	-0.429	10	17
smog	-0.429	10	17
neh	-0.429	10	17
isaac	-0.429	21	35
sand  	-0.429	10	17
activity  	-0.429	10	17
lease	-0.429	32	53
cockroach	-0.429	10	17
angels  	-0.429	10	17
tortoise	-0.429	10	17
recommend   	-0.429	21	35
involving	-0.429	21	35
lagged	-0.429	10	17
wise  	-0.429	10	17
ex  	-0.429	21	35
popsicles	-0.429	10	17
pax	-0.429	10	17
prego	-0.429	10	17
sri	-0.429	21	35
sys	-0.429	10	17
wayyyyy	-0.429	10	17
2do	-0.429	10	17
counseling	-0.429	10	17
libs	-0.429	10	17
questionable	-0.429	10	17
rafael	-0.429	21	35
